ID,Area_Name,Year,Sub_Group_Name,K_A_Cases_Reported
2901,Odisha,2010,12. For Unlawful Activity,13
2902,Puducherry,2010,12. For Unlawful Activity,4
2903,Rajasthan,2010,12. For Unlawful Activity,67
2904,Tamil Nadu,2010,12. For Unlawful Activity,24
2905,West Bengal,2010,12. For Unlawful Activity,155
2906,Andhra Pradesh,2001,13. Other Purposes,495
2907,Arunachal Pradesh,2001,13. Other Purposes,24
2908,Assam,2001,13. Other Purposes,428
2909,Bihar,2001,13. Other Purposes,848
2910,Chandigarh,2001,13. Other Purposes,13
2911,Chhattisgarh,2001,13. Other Purposes,36
2912,Dadra & Nagar Haveli,2001,13. Other Purposes,2
2913,Delhi,2001,13. Other Purposes,1124
2914,Goa,2001,13. Other Purposes,4
2915,Gujarat,2001,13. Other Purposes,150
2916,Haryana,2001,13. Other Purposes,119
2917,Himachal Pradesh,2001,13. Other Purposes,30
2918,Jammu & Kashmir,2001,13. Other Purposes,142
2919,Jharkhand,2001,13. Other Purposes,183
2920,Karnataka,2001,13. Other Purposes,332
2921,Kerala,2001,13. Other Purposes,107
2922,Madhya Pradesh,2001,13. Other Purposes,331
2923,Maharashtra,2001,13. Other Purposes,333
2924,Manipur,2001,13. Other Purposes,32
2925,Meghalaya,2001,13. Other Purposes,2
2926,Mizoram,2001,13. Other Purposes,0
2927,Nagaland,2001,13. Other Purposes,11
2928,Odisha,2001,13. Other Purposes,119
2929,Punjab,2001,13. Other Purposes,223
2930,Rajasthan,2001,13. Other Purposes,1054
2931,Tamil Nadu,2001,13. Other Purposes,469
2932,Tripura,2001,13. Other Purposes,7
2933,Uttar Pradesh,2001,13. Other Purposes,883
2934,Uttarakhand,2001,13. Other Purposes,88
2935,West Bengal,2001,13. Other Purposes,419
2936,Andaman & Nicobar Islands,2002,13. Other Purposes,1
2937,Andhra Pradesh,2002,13. Other Purposes,589
2938,Arunachal Pradesh,2002,13. Other Purposes,20
2939,Assam,2002,13. Other Purposes,393
2940,Bihar,2002,13. Other Purposes,1108
2941,Chandigarh,2002,13. Other Purposes,11
2942,Chhattisgarh,2002,13. Other Purposes,30
2943,Dadra & Nagar Haveli,2002,13. Other Purposes,4
2944,Daman & Diu,2002,13. Other Purposes,2
2945,Delhi,2002,13. Other Purposes,902
2946,Goa,2002,13. Other Purposes,8
2947,Gujarat,2002,13. Other Purposes,183
2948,Haryana,2002,13. Other Purposes,115
2949,Himachal Pradesh,2002,13. Other Purposes,24
2950,Jammu & Kashmir,2002,13. Other Purposes,135
2951,Jharkhand,2002,13. Other Purposes,63
2952,Karnataka,2002,13. Other Purposes,479
2953,Kerala,2002,13. Other Purposes,101
2954,Madhya Pradesh,2002,13. Other Purposes,361
2955,Maharashtra,2002,13. Other Purposes,335
2956,Manipur,2002,13. Other Purposes,75
2957,Meghalaya,2002,13. Other Purposes,7
2958,Nagaland,2002,13. Other Purposes,23
2959,Odisha,2002,13. Other Purposes,168
2960,Punjab,2002,13. Other Purposes,176
2961,Rajasthan,2002,13. Other Purposes,960
2962,Sikkim,2002,13. Other Purposes,3
2963,Tamil Nadu,2002,13. Other Purposes,467
2964,Tripura,2002,13. Other Purposes,52
2965,Uttar Pradesh,2002,13. Other Purposes,869
2966,Uttarakhand,2002,13. Other Purposes,29
2967,West Bengal,2002,13. Other Purposes,407
2968,Andaman & Nicobar Islands,2003,13. Other Purposes,1
2969,Andhra Pradesh,2003,13. Other Purposes,474
2970,Arunachal Pradesh,2003,13. Other Purposes,12
2971,Assam,2003,13. Other Purposes,214
2972,Bihar,2003,13. Other Purposes,1145
2973,Chandigarh,2003,13. Other Purposes,14
2974,Chhattisgarh,2003,13. Other Purposes,40
2975,Dadra & Nagar Haveli,2003,13. Other Purposes,4
2976,Daman & Diu,2003,13. Other Purposes,1
2977,Delhi,2003,13. Other Purposes,805
2978,Goa,2003,13. Other Purposes,7
2979,Gujarat,2003,13. Other Purposes,198
2980,Haryana,2003,13. Other Purposes,116
2981,Himachal Pradesh,2003,13. Other Purposes,32
2982,Jammu & Kashmir,2003,13. Other Purposes,120
2983,Jharkhand,2003,13. Other Purposes,188
2984,Karnataka,2003,13. Other Purposes,368
2985,Kerala,2003,13. Other Purposes,107
2986,Madhya Pradesh,2003,13. Other Purposes,316
2987,Maharashtra,2003,13. Other Purposes,353
2988,Manipur,2003,13. Other Purposes,49
2989,Meghalaya,2003,13. Other Purposes,14
2990,Nagaland,2003,13. Other Purposes,38
2991,Odisha,2003,13. Other Purposes,187
2992,Puducherry,2003,13. Other Purposes,5
2993,Punjab,2003,13. Other Purposes,239
2994,Rajasthan,2003,13. Other Purposes,974
2995,Tamil Nadu,2003,13. Other Purposes,297
2996,Tripura,2003,13. Other Purposes,57
2997,Uttar Pradesh,2003,13. Other Purposes,369
2998,Uttarakhand,2003,13. Other Purposes,72
2999,West Bengal,2003,13. Other Purposes,212
3000,Andaman & Nicobar Islands,2004,13. Other Purposes,1
3001,Andhra Pradesh,2004,13. Other Purposes,695
3002,Arunachal Pradesh,2004,13. Other Purposes,29
3003,Assam,2004,13. Other Purposes,256
3004,Bihar,2004,13. Other Purposes,1784
3005,Chandigarh,2004,13. Other Purposes,21
3006,Chhattisgarh,2004,13. Other Purposes,40
3007,Dadra & Nagar Haveli,2004,13. Other Purposes,6
3008,Daman & Diu,2004,13. Other Purposes,2
3009,Delhi,2004,13. Other Purposes,842
3010,Goa,2004,13. Other Purposes,8
3011,Gujarat,2004,13. Other Purposes,242
3012,Haryana,2004,13. Other Purposes,132
3013,Himachal Pradesh,2004,13. Other Purposes,26
3014,Jammu & Kashmir,2004,13. Other Purposes,188
3015,Jharkhand,2004,13. Other Purposes,179
3016,Karnataka,2004,13. Other Purposes,455
3017,Kerala,2004,13. Other Purposes,155
3018,Madhya Pradesh,2004,13. Other Purposes,425
3019,Maharashtra,2004,13. Other Purposes,384
3020,Manipur,2004,13. Other Purposes,20
3021,Meghalaya,2004,13. Other Purposes,20
3022,Mizoram,2004,13. Other Purposes,10
3023,Nagaland,2004,13. Other Purposes,23
3024,Odisha,2004,13. Other Purposes,261
3025,Punjab,2004,13. Other Purposes,223
3026,Rajasthan,2004,13. Other Purposes,1019
3027,Sikkim,2004,13. Other Purposes,3
3028,Tamil Nadu,2004,13. Other Purposes,266
3029,Tripura,2004,13. Other Purposes,6
3030,Uttar Pradesh,2004,13. Other Purposes,494
3031,Uttarakhand,2004,13. Other Purposes,81
3032,West Bengal,2004,13. Other Purposes,274
3033,Andaman & Nicobar Islands,2005,13. Other Purposes,1
3034,Andhra Pradesh,2005,13. Other Purposes,764
3035,Arunachal Pradesh,2005,13. Other Purposes,22
3036,Assam,2005,13. Other Purposes,187
3037,Bihar,2005,13. Other Purposes,1255
3038,Chandigarh,2005,13. Other Purposes,18
3039,Chhattisgarh,2005,13. Other Purposes,69
3040,Dadra & Nagar Haveli,2005,13. Other Purposes,8
3041,Daman & Diu,2005,13. Other Purposes,2
3042,Delhi,2005,13. Other Purposes,1260
3043,Goa,2005,13. Other Purposes,11
3044,Gujarat,2005,13. Other Purposes,276
3045,Haryana,2005,13. Other Purposes,133
3046,Himachal Pradesh,2005,13. Other Purposes,18
3047,Jammu & Kashmir,2005,13. Other Purposes,168
3048,Jharkhand,2005,13. Other Purposes,421
3049,Karnataka,2005,13. Other Purposes,421
3050,Kerala,2005,13. Other Purposes,176
3051,Madhya Pradesh,2005,13. Other Purposes,340
3052,Maharashtra,2005,13. Other Purposes,455
3053,Manipur,2005,13. Other Purposes,41
3054,Meghalaya,2005,13. Other Purposes,18
3055,Mizoram,2005,13. Other Purposes,10
3056,Nagaland,2005,13. Other Purposes,11
3057,Odisha,2005,13. Other Purposes,219
3058,Punjab,2005,13. Other Purposes,260
3059,Rajasthan,2005,13. Other Purposes,981
3060,Tamil Nadu,2005,13. Other Purposes,357
3061,Tripura,2005,13. Other Purposes,34
3062,Uttar Pradesh,2005,13. Other Purposes,456
3063,Uttarakhand,2005,13. Other Purposes,91
3064,West Bengal,2005,13. Other Purposes,150
3065,Andaman & Nicobar Islands,2006,13. Other Purposes,5
3066,Andhra Pradesh,2006,13. Other Purposes,1051
3067,Arunachal Pradesh,2006,13. Other Purposes,26
3068,Assam,2006,13. Other Purposes,221
3069,Bihar,2006,13. Other Purposes,1343
3070,Chandigarh,2006,13. Other Purposes,5
3071,Chhattisgarh,2006,13. Other Purposes,82
3072,Dadra & Nagar Haveli,2006,13. Other Purposes,6
3073,Daman & Diu,2006,13. Other Purposes,3
3074,Delhi,2006,13. Other Purposes,1167
3075,Goa,2006,13. Other Purposes,11
3076,Gujarat,2006,13. Other Purposes,190
3077,Haryana,2006,13. Other Purposes,191
3078,Himachal Pradesh,2006,13. Other Purposes,31
3079,Jammu & Kashmir,2006,13. Other Purposes,100
3080,Jharkhand,2006,13. Other Purposes,223
3081,Karnataka,2006,13. Other Purposes,396
3082,Kerala,2006,13. Other Purposes,186
3083,Madhya Pradesh,2006,13. Other Purposes,334
3084,Maharashtra,2006,13. Other Purposes,411
3085,Manipur,2006,13. Other Purposes,71
3086,Meghalaya,2006,13. Other Purposes,13
3087,Mizoram,2006,13. Other Purposes,4
3088,Nagaland,2006,13. Other Purposes,28
3089,Odisha,2006,13. Other Purposes,222
3090,Puducherry,2006,13. Other Purposes,6
3091,Punjab,2006,13. Other Purposes,223
3092,Rajasthan,2006,13. Other Purposes,875
3093,Sikkim,2006,13. Other Purposes,2
3094,Tamil Nadu,2006,13. Other Purposes,351
3095,Tripura,2006,13. Other Purposes,40
3096,Uttar Pradesh,2006,13. Other Purposes,487
3097,Uttarakhand,2006,13. Other Purposes,108
3098,West Bengal,2006,13. Other Purposes,35
3099,Andaman & Nicobar Islands,2007,13. Other Purposes,12
3100,Andhra Pradesh,2007,13. Other Purposes,962
3101,Arunachal Pradesh,2007,13. Other Purposes,15
3102,Assam,2007,13. Other Purposes,500
3103,Bihar,2007,13. Other Purposes,1131
3104,Chandigarh,2007,13. Other Purposes,7
3105,Chhattisgarh,2007,13. Other Purposes,94
3106,Dadra & Nagar Haveli,2007,13. Other Purposes,3
3107,Daman & Diu,2007,13. Other Purposes,1
3108,Delhi,2007,13. Other Purposes,1341
3109,Goa,2007,13. Other Purposes,8
3110,Gujarat,2007,13. Other Purposes,303
3111,Haryana,2007,13. Other Purposes,269
3112,Himachal Pradesh,2007,13. Other Purposes,41
3113,Jammu & Kashmir,2007,13. Other Purposes,100
3114,Jharkhand,2007,13. Other Purposes,127
3115,Karnataka,2007,13. Other Purposes,486
3116,Kerala,2007,13. Other Purposes,143
3117,Madhya Pradesh,2007,13. Other Purposes,350
3118,Maharashtra,2007,13. Other Purposes,499
3119,Manipur,2007,13. Other Purposes,74
3120,Meghalaya,2007,13. Other Purposes,37
3121,Mizoram,2007,13. Other Purposes,4
3122,Nagaland,2007,13. Other Purposes,13
3123,Odisha,2007,13. Other Purposes,285
3124,Puducherry,2007,13. Other Purposes,0
3125,Punjab,2007,13. Other Purposes,264
3126,Rajasthan,2007,13. Other Purposes,1019
3127,Sikkim,2007,13. Other Purposes,5
3128,Tamil Nadu,2007,13. Other Purposes,334
3129,Tripura,2007,13. Other Purposes,16
3130,Uttar Pradesh,2007,13. Other Purposes,803
3131,Uttarakhand,2007,13. Other Purposes,48
3132,West Bengal,2007,13. Other Purposes,706
3133,Andaman & Nicobar Islands,2008,13. Other Purposes,17
3134,Andhra Pradesh,2008,13. Other Purposes,785
3135,Arunachal Pradesh,2008,13. Other Purposes,34
3136,Assam,2008,13. Other Purposes,582
3137,Bihar,2008,13. Other Purposes,956
3138,Chandigarh,2008,13. Other Purposes,14
3139,Chhattisgarh,2008,13. Other Purposes,68
3140,Dadra & Nagar Haveli,2008,13. Other Purposes,7
3141,Daman & Diu,2008,13. Other Purposes,4
3142,Delhi,2008,13. Other Purposes,1268
3143,Goa,2008,13. Other Purposes,23
3144,Gujarat,2008,13. Other Purposes,237
3145,Haryana,2008,13. Other Purposes,267
3146,Himachal Pradesh,2008,13. Other Purposes,25
3147,Jammu & Kashmir,2008,13. Other Purposes,60
3148,Jharkhand,2008,13. Other Purposes,358
3149,Karnataka,2008,13. Other Purposes,543
3150,Kerala,2008,13. Other Purposes,114
3151,Madhya Pradesh,2008,13. Other Purposes,295
3152,Maharashtra,2008,13. Other Purposes,493
3153,Manipur,2008,13. Other Purposes,83
3154,Meghalaya,2008,13. Other Purposes,24
3155,Mizoram,2008,13. Other Purposes,7
3156,Nagaland,2008,13. Other Purposes,41
3157,Odisha,2008,13. Other Purposes,345
3158,Puducherry,2008,13. Other Purposes,5
3159,Punjab,2008,13. Other Purposes,269
3160,Rajasthan,2008,13. Other Purposes,1308
3161,Tamil Nadu,2008,13. Other Purposes,422
3162,Tripura,2008,13. Other Purposes,41
3163,Uttar Pradesh,2008,13. Other Purposes,748
3164,Uttarakhand,2008,13. Other Purposes,89
3165,West Bengal,2008,13. Other Purposes,1167
3166,Andaman & Nicobar Islands,2009,13. Other Purposes,16
3167,Andhra Pradesh,2009,13. Other Purposes,782
3168,Arunachal Pradesh,2009,13. Other Purposes,33
3169,Assam,2009,13. Other Purposes,782
3170,Bihar,2009,13. Other Purposes,825
3171,Chandigarh,2009,13. Other Purposes,18
3172,Chhattisgarh,2009,13. Other Purposes,199
3173,Dadra & Nagar Haveli,2009,13. Other Purposes,2
3174,Delhi,2009,13. Other Purposes,2245
3175,Goa,2009,13. Other Purposes,22
3176,Gujarat,2009,13. Other Purposes,205
3177,Haryana,2009,13. Other Purposes,271
3178,Himachal Pradesh,2009,13. Other Purposes,34
3179,Jammu & Kashmir,2009,13. Other Purposes,198
3180,Jharkhand,2009,13. Other Purposes,307
3181,Karnataka,2009,13. Other Purposes,686
3182,Kerala,2009,13. Other Purposes,104
3183,Madhya Pradesh,2009,13. Other Purposes,307
3184,Maharashtra,2009,13. Other Purposes,457
3185,Manipur,2009,13. Other Purposes,77
3186,Meghalaya,2009,13. Other Purposes,28
3187,Mizoram,2009,13. Other Purposes,7
3188,Nagaland,2009,13. Other Purposes,35
3189,Odisha,2009,13. Other Purposes,388
3190,Puducherry,2009,13. Other Purposes,6
3191,Punjab,2009,13. Other Purposes,202
3192,Rajasthan,2009,13. Other Purposes,1494
3193,Sikkim,2009,13. Other Purposes,2
3194,Tamil Nadu,2009,13. Other Purposes,465
3195,Tripura,2009,13. Other Purposes,29
3196,Uttar Pradesh,2009,13. Other Purposes,813
3197,Uttarakhand,2009,13. Other Purposes,113
3198,West Bengal,2009,13. Other Purposes,989
3199,Andaman & Nicobar Islands,2010,13. Other Purposes,8
3200,Andhra Pradesh,2010,13. Other Purposes,808
3201,Arunachal Pradesh,2010,13. Other Purposes,23
3202,Assam,2010,13. Other Purposes,625
3203,Bihar,2010,13. Other Purposes,754
3204,Chandigarh,2010,13. Other Purposes,8
3205,Chhattisgarh,2010,13. Other Purposes,165
3206,Dadra & Nagar Haveli,2010,13. Other Purposes,7
3207,Daman & Diu,2010,13. Other Purposes,2
3208,Delhi,2010,13. Other Purposes,2977
3209,Goa,2010,13. Other Purposes,14
3210,Gujarat,2010,13. Other Purposes,235
3211,Haryana,2010,13. Other Purposes,242
3212,Himachal Pradesh,2010,13. Other Purposes,39
3213,Jammu & Kashmir,2010,13. Other Purposes,93
3214,Jharkhand,2010,13. Other Purposes,285
3215,Karnataka,2010,13. Other Purposes,1095
3216,Kerala,2010,13. Other Purposes,116
3217,Madhya Pradesh,2010,13. Other Purposes,362
3218,Maharashtra,2010,13. Other Purposes,543
3219,Manipur,2010,13. Other Purposes,100
3220,Meghalaya,2010,13. Other Purposes,29
3221,Mizoram,2010,13. Other Purposes,6
3222,Nagaland,2010,13. Other Purposes,2
3223,Odisha,2010,13. Other Purposes,422
3224,Punjab,2010,13. Other Purposes,231
3225,Rajasthan,2010,13. Other Purposes,1327
3226,Sikkim,2010,13. Other Purposes,1
3227,Tamil Nadu,2010,13. Other Purposes,483
3228,Tripura,2010,13. Other Purposes,33
3229,Uttar Pradesh,2010,13. Other Purposes,792
3230,Uttarakhand,2010,13. Other Purposes,123
3231,West Bengal,2010,13. Other Purposes,2271
3232,Andaman & Nicobar Islands,2001,14. Total (Sum of 1-13 Above),2
3233,Andhra Pradesh,2001,14. Total (Sum of 1-13 Above),1182
3234,Arunachal Pradesh,2001,14. Total (Sum of 1-13 Above),83
3235,Assam,2001,14. Total (Sum of 1-13 Above),1480
3236,Bihar,2001,14. Total (Sum of 1-13 Above),2159
3237,Chandigarh,2001,14. Total (Sum of 1-13 Above),56
3238,Chhattisgarh,2001,14. Total (Sum of 1-13 Above),207
3239,Dadra & Nagar Haveli,2001,14. Total (Sum of 1-13 Above),4
3240,Delhi,2001,14. Total (Sum of 1-13 Above),1627
3241,Goa,2001,14. Total (Sum of 1-13 Above),9
3242,Gujarat,2001,14. Total (Sum of 1-13 Above),998
3243,Haryana,2001,14. Total (Sum of 1-13 Above),449
3244,Himachal Pradesh,2001,14. Total (Sum of 1-13 Above),126
3245,Jammu & Kashmir,2001,14. Total (Sum of 1-13 Above),606
3246,Jharkhand,2001,14. Total (Sum of 1-13 Above),441
3247,Karnataka,2001,14. Total (Sum of 1-13 Above),559
3248,Kerala,2001,14. Total (Sum of 1-13 Above),183
3249,Madhya Pradesh,2001,14. Total (Sum of 1-13 Above),956
3250,Maharashtra,2001,14. Total (Sum of 1-13 Above),985
3251,Manipur,2001,14. Total (Sum of 1-13 Above),94
3252,Meghalaya,2001,14. Total (Sum of 1-13 Above),55
3253,Mizoram,2001,14. Total (Sum of 1-13 Above),2
3254,Nagaland,2001,14. Total (Sum of 1-13 Above),23
3255,Odisha,2001,14. Total (Sum of 1-13 Above),522
3256,Puducherry,2001,14. Total (Sum of 1-13 Above),4
3257,Punjab,2001,14. Total (Sum of 1-13 Above),513
3258,Rajasthan,2001,14. Total (Sum of 1-13 Above),2718
3259,Sikkim,2001,14. Total (Sum of 1-13 Above),6
3260,Tamil Nadu,2001,14. Total (Sum of 1-13 Above),952
3261,Tripura,2001,14. Total (Sum of 1-13 Above),93
3262,Uttar Pradesh,2001,14. Total (Sum of 1-13 Above),4330
3263,Uttarakhand,2001,14. Total (Sum of 1-13 Above),183
3264,West Bengal,2001,14. Total (Sum of 1-13 Above),875
3265,Andaman & Nicobar Islands,2002,14. Total (Sum of 1-13 Above),2
3266,Andhra Pradesh,2002,14. Total (Sum of 1-13 Above),1302
3267,Arunachal Pradesh,2002,14. Total (Sum of 1-13 Above),57
3268,Assam,2002,14. Total (Sum of 1-13 Above),1595
3269,Bihar,2002,14. Total (Sum of 1-13 Above),2361
3270,Chandigarh,2002,14. Total (Sum of 1-13 Above),54
3271,Chhattisgarh,2002,14. Total (Sum of 1-13 Above),178
3272,Dadra & Nagar Haveli,2002,14. Total (Sum of 1-13 Above),9
3273,Daman & Diu,2002,14. Total (Sum of 1-13 Above),3
3274,Delhi,2002,14. Total (Sum of 1-13 Above),1323
3275,Goa,2002,14. Total (Sum of 1-13 Above),9
3276,Gujarat,2002,14. Total (Sum of 1-13 Above),1015
3277,Haryana,2002,14. Total (Sum of 1-13 Above),427
3278,Himachal Pradesh,2002,14. Total (Sum of 1-13 Above),138
3279,Jammu & Kashmir,2002,14. Total (Sum of 1-13 Above),674
3280,Jharkhand,2002,14. Total (Sum of 1-13 Above),468
3281,Karnataka,2002,14. Total (Sum of 1-13 Above),645
3282,Kerala,2002,14. Total (Sum of 1-13 Above),162
3283,Madhya Pradesh,2002,14. Total (Sum of 1-13 Above),964
3284,Maharashtra,2002,14. Total (Sum of 1-13 Above),953
3285,Manipur,2002,14. Total (Sum of 1-13 Above),157
3286,Meghalaya,2002,14. Total (Sum of 1-13 Above),52
3287,Mizoram,2002,14. Total (Sum of 1-13 Above),7
3288,Nagaland,2002,14. Total (Sum of 1-13 Above),27
3289,Odisha,2002,14. Total (Sum of 1-13 Above),523
3290,Puducherry,2002,14. Total (Sum of 1-13 Above),10
3291,Punjab,2002,14. Total (Sum of 1-13 Above),551
3292,Rajasthan,2002,14. Total (Sum of 1-13 Above),2587
3293,Sikkim,2002,14. Total (Sum of 1-13 Above),9
3294,Tamil Nadu,2002,14. Total (Sum of 1-13 Above),1001
3295,Tripura,2002,14. Total (Sum of 1-13 Above),128
3296,Uttar Pradesh,2002,14. Total (Sum of 1-13 Above),3430
3297,Uttarakhand,2002,14. Total (Sum of 1-13 Above),198
3298,West Bengal,2002,14. Total (Sum of 1-13 Above),831
3299,Andaman & Nicobar Islands,2003,14. Total (Sum of 1-13 Above),2
3300,Andhra Pradesh,2003,14. Total (Sum of 1-13 Above),1485
3301,Arunachal Pradesh,2003,14. Total (Sum of 1-13 Above),68
3302,Assam,2003,14. Total (Sum of 1-13 Above),1628
3303,Bihar,2003,14. Total (Sum of 1-13 Above),2427
3304,Chandigarh,2003,14. Total (Sum of 1-13 Above),32
3305,Chhattisgarh,2003,14. Total (Sum of 1-13 Above),177
3306,Dadra & Nagar Haveli,2003,14. Total (Sum of 1-13 Above),7
3307,Daman & Diu,2003,14. Total (Sum of 1-13 Above),1
3308,Delhi,2003,14. Total (Sum of 1-13 Above),1156
3309,Goa,2003,14. Total (Sum of 1-13 Above),14
3310,Gujarat,2003,14. Total (Sum of 1-13 Above),1044
3311,Haryana,2003,14. Total (Sum of 1-13 Above),388
3312,Himachal Pradesh,2003,14. Total (Sum of 1-13 Above),113
3313,Jammu & Kashmir,2003,14. Total (Sum of 1-13 Above),712
3314,Jharkhand,2003,14. Total (Sum of 1-13 Above),487
3315,Karnataka,2003,14. Total (Sum of 1-13 Above),531
3316,Kerala,2003,14. Total (Sum of 1-13 Above),189
3317,Madhya Pradesh,2003,14. Total (Sum of 1-13 Above),887
3318,Maharashtra,2003,14. Total (Sum of 1-13 Above),926
3319,Manipur,2003,14. Total (Sum of 1-13 Above),120
3320,Meghalaya,2003,14. Total (Sum of 1-13 Above),49
3321,Mizoram,2003,14. Total (Sum of 1-13 Above),8
3322,Nagaland,2003,14. Total (Sum of 1-13 Above),38
3323,Odisha,2003,14. Total (Sum of 1-13 Above),477
3324,Puducherry,2003,14. Total (Sum of 1-13 Above),18
3325,Punjab,2003,14. Total (Sum of 1-13 Above),464
3326,Rajasthan,2003,14. Total (Sum of 1-13 Above),2238
3327,Tamil Nadu,2003,14. Total (Sum of 1-13 Above),879
3328,Tripura,2003,14. Total (Sum of 1-13 Above),146
3329,Uttar Pradesh,2003,14. Total (Sum of 1-13 Above),2208
3330,Uttarakhand,2003,14. Total (Sum of 1-13 Above),171
3331,West Bengal,2003,14. Total (Sum of 1-13 Above),902
3332,Andaman & Nicobar Islands,2004,14. Total (Sum of 1-13 Above),3
3333,Andhra Pradesh,2004,14. Total (Sum of 1-13 Above),1526
3334,Arunachal Pradesh,2004,14. Total (Sum of 1-13 Above),65
3335,Assam,2004,14. Total (Sum of 1-13 Above),1906
3336,Bihar,2004,14. Total (Sum of 1-13 Above),3413
3337,Chandigarh,2004,14. Total (Sum of 1-13 Above),54
3338,Chhattisgarh,2004,14. Total (Sum of 1-13 Above),214
3339,Dadra & Nagar Haveli,2004,14. Total (Sum of 1-13 Above),12
3340,Daman & Diu,2004,14. Total (Sum of 1-13 Above),2
3341,Delhi,2004,14. Total (Sum of 1-13 Above),1209
3342,Goa,2004,14. Total (Sum of 1-13 Above),13
3343,Gujarat,2004,14. Total (Sum of 1-13 Above),1133
3344,Haryana,2004,14. Total (Sum of 1-13 Above),423
3345,Himachal Pradesh,2004,14. Total (Sum of 1-13 Above),123
3346,Jammu & Kashmir,2004,14. Total (Sum of 1-13 Above),735
3347,Jharkhand,2004,14. Total (Sum of 1-13 Above),468
3348,Karnataka,2004,14. Total (Sum of 1-13 Above),592
3349,Kerala,2004,14. Total (Sum of 1-13 Above),232
3350,Madhya Pradesh,2004,14. Total (Sum of 1-13 Above),832
3351,Maharashtra,2004,14. Total (Sum of 1-13 Above),1045
3352,Manipur,2004,14. Total (Sum of 1-13 Above),128
3353,Meghalaya,2004,14. Total (Sum of 1-13 Above),54
3354,Mizoram,2004,14. Total (Sum of 1-13 Above),15
3355,Nagaland,2004,14. Total (Sum of 1-13 Above),23
3356,Odisha,2004,14. Total (Sum of 1-13 Above),526
3357,Puducherry,2004,14. Total (Sum of 1-13 Above),10
3358,Punjab,2004,14. Total (Sum of 1-13 Above),463
3359,Rajasthan,2004,14. Total (Sum of 1-13 Above),2384
3360,Sikkim,2004,14. Total (Sum of 1-13 Above),5
3361,Tamil Nadu,2004,14. Total (Sum of 1-13 Above),870
3362,Tripura,2004,14. Total (Sum of 1-13 Above),99
3363,Uttar Pradesh,2004,14. Total (Sum of 1-13 Above),3337
3364,Uttarakhand,2004,14. Total (Sum of 1-13 Above),213
3365,West Bengal,2004,14. Total (Sum of 1-13 Above),1200
3366,Andaman & Nicobar Islands,2005,14. Total (Sum of 1-13 Above),2
3367,Andhra Pradesh,2005,14. Total (Sum of 1-13 Above),1612
3368,Arunachal Pradesh,2005,14. Total (Sum of 1-13 Above),58
3369,Assam,2005,14. Total (Sum of 1-13 Above),1751
3370,Bihar,2005,14. Total (Sum of 1-13 Above),2693
3371,Chandigarh,2005,14. Total (Sum of 1-13 Above),54
3372,Chhattisgarh,2005,14. Total (Sum of 1-13 Above),246
3373,Dadra & Nagar Haveli,2005,14. Total (Sum of 1-13 Above),13
3374,Daman & Diu,2005,14. Total (Sum of 1-13 Above),4
3375,Delhi,2005,14. Total (Sum of 1-13 Above),1590
3376,Goa,2005,14. Total (Sum of 1-13 Above),17
3377,Gujarat,2005,14. Total (Sum of 1-13 Above),1164
3378,Haryana,2005,14. Total (Sum of 1-13 Above),492
3379,Himachal Pradesh,2005,14. Total (Sum of 1-13 Above),118
3380,Jammu & Kashmir,2005,14. Total (Sum of 1-13 Above),748
3381,Jharkhand,2005,14. Total (Sum of 1-13 Above),621
3382,Karnataka,2005,14. Total (Sum of 1-13 Above),589
3383,Kerala,2005,14. Total (Sum of 1-13 Above),226
3384,Madhya Pradesh,2005,14. Total (Sum of 1-13 Above),847
3385,Maharashtra,2005,14. Total (Sum of 1-13 Above),1194
3386,Manipur,2005,14. Total (Sum of 1-13 Above),106
3387,Meghalaya,2005,14. Total (Sum of 1-13 Above),48
3388,Mizoram,2005,14. Total (Sum of 1-13 Above),13
3389,Nagaland,2005,14. Total (Sum of 1-13 Above),26
3390,Odisha,2005,14. Total (Sum of 1-13 Above),641
3391,Puducherry,2005,14. Total (Sum of 1-13 Above),6
3392,Punjab,2005,14. Total (Sum of 1-13 Above),478
3393,Rajasthan,2005,14. Total (Sum of 1-13 Above),1993
3394,Sikkim,2005,14. Total (Sum of 1-13 Above),3
3395,Tamil Nadu,2005,14. Total (Sum of 1-13 Above),1029
3396,Tripura,2005,14. Total (Sum of 1-13 Above),85
3397,Uttar Pradesh,2005,14. Total (Sum of 1-13 Above),2955
3398,Uttarakhand,2005,14. Total (Sum of 1-13 Above),203
3399,West Bengal,2005,14. Total (Sum of 1-13 Above),1207
3400,Andaman & Nicobar Islands,2006,14. Total (Sum of 1-13 Above),5
3401,Andhra Pradesh,2006,14. Total (Sum of 1-13 Above),2030
3402,Arunachal Pradesh,2006,14. Total (Sum of 1-13 Above),75
3403,Assam,2006,14. Total (Sum of 1-13 Above),1825
3404,Bihar,2006,14. Total (Sum of 1-13 Above),2619
3405,Chandigarh,2006,14. Total (Sum of 1-13 Above),65
3406,Chhattisgarh,2006,14. Total (Sum of 1-13 Above),239
3407,Dadra & Nagar Haveli,2006,14. Total (Sum of 1-13 Above),18
3408,Daman & Diu,2006,14. Total (Sum of 1-13 Above),3
3409,Delhi,2006,14. Total (Sum of 1-13 Above),1442
3410,Goa,2006,14. Total (Sum of 1-13 Above),16
3411,Gujarat,2006,14. Total (Sum of 1-13 Above),1128
